code,description,hcc_v24,hcc_v28,is_specific,parent,children
T84.210D,"Breakdown (mechanical) of internal fixation device of bones of hand and fingers, subsequent encounter",,,true,,,
T84.210S,"Breakdown (mechanical) of internal fixation device of bones of hand and fingers, sequela",,,true,,,
T84.213A,"Breakdown (mechanical) of internal fixation device of bones of foot and toes, initial encounter",176,,true,,,
T84.213D,"Breakdown (mechanical) of internal fixation device of bones of foot and toes, subsequent encounter",,,true,,,
T84.213S,"Breakdown (mechanical) of internal fixation device of bones of foot and toes, sequela",,,true,,,
T84.216A,"Breakdown (mechanical) of internal fixation device of vertebrae, initial encounter",176,,true,,,
T84.216D,"Breakdown (mechanical) of internal fixation device of vertebrae, subsequent encounter",,,true,,,
T84.216S,"Breakdown (mechanical) of internal fixation device of vertebrae, sequela",,,true,,,
T84.218A,"Breakdown (mechanical) of internal fixation device of other bones, initial encounter",176,,true,,,
T84.218D,"Breakdown (mechanical) of internal fixation device of other bones, subsequent encounter",,,true,,,
T84.218S,"Breakdown (mechanical) of internal fixation device of other bones, sequela",,,true,,,
T84.220A,"Displacement of internal fixation device of bones of hand and fingers, initial encounter",176,,true,,,
T84.220D,"Displacement of internal fixation device of bones of hand and fingers, subsequent encounter",,,true,,,
T84.220S,"Displacement of internal fixation device of bones of hand and fingers, sequela",,,true,,,
T84.223A,"Displacement of internal fixation device of bones of foot and toes, initial encounter",176,,true,,,
T84.223D,"Displacement of internal fixation device of bones of foot and toes, subsequent encounter",,,true,,,
T84.223S,"Displacement of internal fixation device of bones of foot and toes, sequela",,,true,,,
T84.226A,"Displacement of internal fixation device of vertebrae, initial encounter",176,,true,,,
T84.226D,"Displacement of internal fixation device of vertebrae, subsequent encounter",,,true,,,
T84.226S,"Displacement of internal fixation device of vertebrae, sequela",,,true,,,
T84.228A,"Displacement of internal fixation device of other bones, initial encounter",176,,true,,,
T84.228D,"Displacement of internal fixation device of other bones, subsequent encounter",,,true,,,
T84.228S,"Displacement of internal fixation device of other bones, sequela",,,true,,,
T84.290A,"Other mechanical complication of internal fixation device of bones of hand and fingers, initial encounter",176,,true,,,
T84.290D,"Other mechanical complication of internal fixation device of bones of hand and fingers, subsequent encounter",,,true,,,
T84.290S,"Other mechanical complication of internal fixation device of bones of hand and fingers, sequela",,,true,,,
T84.293A,"Other mechanical complication of internal fixation device of bones of foot and toes, initial encounter",176,,true,,,
T84.293D,"Other mechanical complication of internal fixation device of bones of foot and toes, subsequent encounter",,,true,,,
T84.293S,"Other mechanical complication of internal fixation device of bones of foot and toes, sequela",,,true,,,
T84.296A,"Other mechanical complication of internal fixation device of vertebrae, initial encounter",176,,true,,,
T84.296D,"Other mechanical complication of internal fixation device of vertebrae, subsequent encounter",,,true,,,
T84.296S,"Other mechanical complication of internal fixation device of vertebrae, sequela",,,true,,,
T84.298A,"Other mechanical complication of internal fixation device of other bones, initial encounter",176,,true,,,
T84.298D,"Other mechanical complication of internal fixation device of other bones, subsequent encounter",,,true,,,
T84.298S,"Other mechanical complication of internal fixation device of other bones, sequela",,,true,,,
T84.310A,"Breakdown (mechanical) of electronic bone stimulator, initial encounter",176,,true,,,
T84.310D,"Breakdown (mechanical) of electronic bone stimulator, subsequent encounter",,,true,,,
T84.310S,"Breakdown (mechanical) of electronic bone stimulator, sequela",,,true,,,
T84.318A,"Breakdown (mechanical) of other bone devices, implants and grafts, initial encounter",176,,true,,,
T84.318D,"Breakdown (mechanical) of other bone devices, implants and grafts, subsequent encounter",,,true,,,
T84.318S,"Breakdown (mechanical) of other bone devices, implants and grafts, sequela",,,true,,,
T84.320A,"Displacement of electronic bone stimulator, initial encounter",176,,true,,,
T84.320D,"Displacement of electronic bone stimulator, subsequent encounter",,,true,,,
T84.320S,"Displacement of electronic bone stimulator, sequela",,,true,,,
T84.328A,"Displacement of other bone devices, implants and grafts, initial encounter",176,,true,,,
T84.328D,"Displacement of other bone devices, implants and grafts, subsequent encounter",,,true,,,
T84.328S,"Displacement of other bone devices, implants and grafts, sequela",,,true,,,
T84.390A,"Other mechanical complication of electronic bone stimulator, initial encounter",176,,true,,,
T84.390D,"Other mechanical complication of electronic bone stimulator, subsequent encounter",,,true,,,
T84.390S,"Other mechanical complication of electronic bone stimulator, sequela",,,true,,,
T84.398A,"Other mechanical complication of other bone devices, implants and grafts, initial encounter",176,,true,,,
T84.398D,"Other mechanical complication of other bone devices, implants and grafts, subsequent encounter",,,true,,,
T84.398S,"Other mechanical complication of other bone devices, implants and grafts, sequela",,,true,,,
T84.410A,"Breakdown (mechanical) of muscle and tendon graft, initial encounter",176,,true,,,
T84.410D,"Breakdown (mechanical) of muscle and tendon graft, subsequent encounter",,,true,,,
T84.410S,"Breakdown (mechanical) of muscle and tendon graft, sequela",,,true,,,
T84.418A,"Breakdown (mechanical) of other internal orthopedic devices, implants and grafts, initial encounter",176,,true,,,
T84.418D,"Breakdown (mechanical) of other internal orthopedic devices, implants and grafts, subsequent encounter",,,true,,,
T84.418S,"Breakdown (mechanical) of other internal orthopedic devices, implants and grafts, sequela",,,true,,,
T84.420A,"Displacement of muscle and tendon graft, initial encounter",176,,true,,,
T84.420D,"Displacement of muscle and tendon graft, subsequent encounter",,,true,,,
T84.420S,"Displacement of muscle and tendon graft, sequela",,,true,,,
T84.428A,"Displacement of other internal orthopedic devices, implants and grafts, initial encounter",176,,true,,,
T84.428D,"Displacement of other internal orthopedic devices, implants and grafts, subsequent encounter",,,true,,,
T84.428S,"Displacement of other internal orthopedic devices, implants and grafts, sequela",,,true,,,
T84.490A,"Other mechanical complication of muscle and tendon graft, initial encounter",176,,true,,,
T84.490D,"Other mechanical complication of muscle and tendon graft, subsequent encounter",,,true,,,
T84.490S,"Other mechanical complication of muscle and tendon graft, sequela",,,true,,,
T84.498A,"Other mechanical complication of other internal orthopedic devices, implants and grafts, initial encounter",176,,true,,,
T84.498D,"Other mechanical complication of other internal orthopedic devices, implants and grafts, subsequent encounter",,,true,,,
T84.498S,"Other mechanical complication of other internal orthopedic devices, implants and grafts, sequela",,,true,,,
T84.50XA,"Infection and inflammatory reaction due to unspecified internal joint prosthesis, initial encounter",176,,true,,,
T84.50XD,"Infection and inflammatory reaction due to unspecified internal joint prosthesis, subsequent encounter",,,true,,,
T84.50XS,"Infection and inflammatory reaction due to unspecified internal joint prosthesis, sequela",,,true,,,
T84.51XA,"Infection and inflammatory reaction due to internal right hip prosthesis, initial encounter",176,,true,,,
T84.51XD,"Infection and inflammatory reaction due to internal right hip prosthesis, subsequent encounter",,,true,,,
T84.51XS,"Infection and inflammatory reaction due to internal right hip prosthesis, sequela",,,true,,,
T84.52XA,"Infection and inflammatory reaction due to internal left hip prosthesis, initial encounter",176,,true,,,
T84.52XD,"Infection and inflammatory reaction due to internal left hip prosthesis, subsequent encounter",,,true,,,
T84.52XS,"Infection and inflammatory reaction due to internal left hip prosthesis, sequela",,,true,,,
T84.53XA,"Infection and inflammatory reaction due to internal right knee prosthesis, initial encounter",176,,true,,,
T84.53XD,"Infection and inflammatory reaction due to internal right knee prosthesis, subsequent encounter",,,true,,,
T84.53XS,"Infection and inflammatory reaction due to internal right knee prosthesis, sequela",,,true,,,
T84.54XA,"Infection and inflammatory reaction due to internal left knee prosthesis, initial encounter",176,,true,,,
T84.54XD,"Infection and inflammatory reaction due to internal left knee prosthesis, subsequent encounter",,,true,,,
T84.54XS,"Infection and inflammatory reaction due to internal left knee prosthesis, sequela",,,true,,,
T84.59XA,"Infection and inflammatory reaction due to other internal joint prosthesis, initial encounter",176,,true,,,
T84.59XD,"Infection and inflammatory reaction due to other internal joint prosthesis, subsequent encounter",,,true,,,
T84.59XS,"Infection and inflammatory reaction due to other internal joint prosthesis, sequela",,,true,,,
T84.60XA,"Infection and inflammatory reaction due to internal fixation device of unspecified site, initial encounter",176,,true,,,
T84.60XD,"Infection and inflammatory reaction due to internal fixation device of unspecified site, subsequent encounter",,,true,,,
T84.60XS,"Infection and inflammatory reaction due to internal fixation device of unspecified site, sequela",,,true,,,
T84.610A,"Infection and inflammatory reaction due to internal fixation device of right humerus, initial encounter",176,,true,,,
T84.610D,"Infection and inflammatory reaction due to internal fixation device of right humerus, subsequent encounter",,,true,,,
T84.610S,"Infection and inflammatory reaction due to internal fixation device of right humerus, sequela",,,true,,,
T84.611A,"Infection and inflammatory reaction due to internal fixation device of left humerus, initial encounter",176,,true,,,
T84.611D,"Infection and inflammatory reaction due to internal fixation device of left humerus, subsequent encounter",,,true,,,
T84.611S,"Infection and inflammatory reaction due to internal fixation device of left humerus, sequela",,,true,,,
T84.612A,"Infection and inflammatory reaction due to internal fixation device of right radius, initial encounter",176,,true,,,
T84.612D,"Infection and inflammatory reaction due to internal fixation device of right radius, subsequent encounter",,,true,,,
T84.612S,"Infection and inflammatory reaction due to internal fixation device of right radius, sequela",,,true,,,
T84.613A,"Infection and inflammatory reaction due to internal fixation device of left radius, initial encounter",176,,true,,,
T84.613D,"Infection and inflammatory reaction due to internal fixation device of left radius, subsequent encounter",,,true,,,
T84.613S,"Infection and inflammatory reaction due to internal fixation device of left radius, sequela",,,true,,,
